fclass,name,id,address,city,region,postcode
footway,Reavills Yard,236,"Unit g10, The Corner House, Forman Street, Nottingham, NG1 4DB, East Midlands",Nottingham,East Midlands,NG1 4DB
footway,,255,"106 Above Bar Street, Southampton, SO14 7DT, South East",Southampton,South East,SO14 7DT
pedestrian,"The Mall, Stratford Centre",999,"Unit K1, Stratford Centre, Broadway, London, E15 1BB, Greater London",London,Greater London,E15 1BB
pedestrian,,999,"Unit K1, Stratford Centre, Broadway, London, E15 1BB, Greater London",London,Greater London,E15 1BB
pedestrian,,999,"Unit K1, Stratford Centre, Broadway, London, E15 1BB, Greater London",London,Greater London,E15 1BB
footway,,19,"61 George Street, Oxford, OX1 2BQ, South East",Oxford,South East,OX1 2BQ
footway,,375,"Unit 2, Cantay House, 36-39 Park End Street, Oxford, OX1 1JD, South East",Oxford,South East,OX1 1JD
secondary,Western Road,384,"86-87 Western Road, Hove, BN3 1JB, South East",Hove,South East,BN3 1JB
service,Eastgate Street,532,"9 Foregate Street, Chester, CH1 1HD, North West",Chester,North West,CH1 1HD
pedestrian,Market Street,977,"51 East Street, Brighton, BN1 1HN, South East",Brighton,South East,BN1 1HN
pedestrian,Market Street,650,"55-56 East Street, Brighton, BN1 1HN, South East",Brighton,South East,BN1 1HN
pedestrian,Air Street,523,"9 Air Street, Brighton, BN1 3FB, South East",Brighton,South East,BN1 3FB
primary,Deansgate,285,"87 Deansgate, Manchester, M3 2BW, North West",Manchester,North West,M3 2BW
footway,,348,"19 Market Street, Nottingham, NG1 6HX, East Midlands",Nottingham,East Midlands,NG1 6HX
pedestrian,Fish Row,443,"2 Queen Street, Salisbury, SP1 1EY, South West",Salisbury,South West,SP1 1EY
primary,North Street,354,"2-4 The Bridge, Taunton, TA1 1UG, South West",Taunton,South West,TA1 1UG
footway,,975,"64 New George Street, Plymouth, PL1 1RR, South West",Plymouth,South West,PL1 1RR
primary,Wellington Terrace,755,"1 Wellington Terrace, London, W2 4LW, Greater London",London,Greater London,W2 4LW
residential,Ossington Street,755,"1 Wellington Terrace, London, W2 4LW, Greater London",London,Greater London,W2 4LW
residential,Mornington Crescent,696,"1 Camden High Street, London, NW1 7JE, Greater London",London,Greater London,NW1 7JE
pedestrian,Old George Mall,226,"44-48 New Canal, Salisbury, SP1 2AQ, South West",Salisbury,South West,SP1 2AQ
pedestrian,Forman Street,236,"Unit g10, The Corner House, Forman Street, Nottingham, NG1 4DB, East Midlands",Nottingham,East Midlands,NG1 4DB
footway,Market Passage,528,"24 Market Street, Cambridge, CB2 3PA, East Of England",Cambridge,East Of England,CB2 3PA
footway,Market Passage,445,"7-8 Market Street, Cambridge, CB2 3PA, East Of England",Cambridge,East Of England,CB2 3PA
footway,Market Passage,464,"28 Sidney Street, Cambridge, CB2 3HW, East Of England",Cambridge,East Of England,CB2 3HW
service,,411,"21 Fore Street, Taunton, TA1 1JA, South West",Taunton,South West,TA1 1JA
pedestrian,Broadmead,165,"40-42 Merchant Street, Bristol, BS1 3EP, South West",Bristol,South West,BS1 3EP
pedestrian,Broadmead,404,"62 Broadmead, Bristol, BS1 3ED, South West",Bristol,South West,BS1 3ED
pedestrian,Broadmead,938,"35 Broadmead, Bristol, BS1 3EU, South West",Bristol,South West,BS1 3EU
pedestrian,Broadmead,165,"40-42 Merchant Street, Bristol, BS1 3EP, South West",Bristol,South West,BS1 3EP
pedestrian,Broadmead,938,"35 Broadmead, Bristol, BS1 3EU, South West",Bristol,South West,BS1 3EU
service,Callowhill Court,164,"106 The Horsefair, Bristol, BS1 3JX, South West",Bristol,South West,BS1 3JX
service,Callowhill Court,527,"98-100 The Horsefair, Bristol, BS1 3JS, South West",Bristol,South West,BS1 3JS
pedestrian,Merchant Street,606,"The Galleries, 19-21 Merchant Street, Bristol, BS1 3XB, South West",Bristol,South West,BS1 3XB
pedestrian,Merchant Street,165,"40-42 Merchant Street, Bristol, BS1 3EP, South West",Bristol,South West,BS1 3EP
pedestrian,Broadmead,404,"62 Broadmead, Bristol, BS1 3ED, South West",Bristol,South West,BS1 3ED
pedestrian,,404,"62 Broadmead, Bristol, BS1 3ED, South West",Bristol,South West,BS1 3ED
unclassified,Pound Tree Road,579,"70 Above Bar Street, Southampton, SO14 7DS, South East",Southampton,South East,SO14 7DS
pedestrian,Above Bar Street,581,"Unit 2, 14-16 Above Bar Street, Southampton, SO14 7DQ, South East",Southampton,South East,SO14 7DQ
pedestrian,Above Bar Street,965,"36 Above Bar Street, Southampton, SO14 7DR, South East",Southampton,South East,SO14 7DR
pedestrian,Above Bar Street,579,"70 Above Bar Street, Southampton, SO14 7DS, South East",Southampton,South East,SO14 7DS
pedestrian,Above Bar Street,578,"Unit 3, 69-75 Above Bar Street, Southampton, SO14 7DZ, South East",Southampton,South East,SO14 7DZ
primary,Golders Green Road,996,"3 Golders Green Road, London, NW11 8DY, Greater London",London,Greater London,NW11 8DY
primary,Golders Green Road,996,"3 Golders Green Road, London, NW11 8DY, Greater London",London,Greater London,NW11 8DY
pedestrian,High Street,622,"21-22 High Street, Taunton, TA1 3PJ, South West",Taunton,South West,TA1 3PJ
pedestrian,High Street,967,"1 High Street, Taunton, TA1 3PG, South West",Taunton,South West,TA1 3PG
pedestrian,High Street,411,"21 Fore Street, Taunton, TA1 1JA, South West",Taunton,South West,TA1 1JA
footway,,622,"21-22 High Street, Taunton, TA1 3PJ, South West",Taunton,South West,TA1 3PJ
footway,Avenue 1,379,"12 High Street, Oxford, OX1 4DB, South East",Oxford,South East,OX1 4DB
footway,Avenue 1,379,"12 High Street, Oxford, OX1 4DB, South East",Oxford,South East,OX1 4DB
footway,Avenue 1,379,"12 High Street, Oxford, OX1 4DB, South East",Oxford,South East,OX1 4DB
footway,Avenue 2,379,"12 High Street, Oxford, OX1 4DB, South East",Oxford,South East,OX1 4DB
footway,Avenue 3,984,"15 High Street, Oxford, OX1 4DB, South East",Oxford,South East,OX1 4DB
pedestrian,Quayside,463,"34-35 Bridge Street, Cambridge, CB2 1UW, East Of England",Cambridge,East Of England,CB2 1UW
residential,Nether Edge Road,359,"1-3 Machon Bank Road, Sheffield, S7 1PE, Yorkshire and the Humber",Sheffield,Yorkshire and the Humber,S7 1PE
tertiary,Sheldon Road,359,"1-3 Machon Bank Road, Sheffield, S7 1PE, Yorkshire and the Humber",Sheffield,Yorkshire and the Humber,S7 1PE
tertiary,Machon Bank Road,359,"1-3 Machon Bank Road, Sheffield, S7 1PE, Yorkshire and the Humber",Sheffield,Yorkshire and the Humber,S7 1PE
footway,,856,"Unit 1, 3-7 Coney Street, York, YO1 9QL, Yorkshire and the Humber",York,Yorkshire and the Humber,YO1 9QL
footway,,856,"Unit 1, 3-7 Coney Street, York, YO1 9QL, Yorkshire and the Humber",York,Yorkshire and the Humber,YO1 9QL
footway,,802,"171-173 Praed Street, London, W2 1RH, Greater London",London,Greater London,W2 1RH
steps,,802,"171-173 Praed Street, London, W2 1RH, Greater London",London,Greater London,W2 1RH
tertiary,Portland Terrace,717,"Unit 24, Westquay Shopping Centre, Above Bar Street, Southampton, SO15 1QD, South East",Southampton,South East,SO15 1QD
pedestrian,Coney Street,856,"Unit 1, 3-7 Coney Street, York, YO1 9QL, Yorkshire and the Humber",York,Yorkshire and the Humber,YO1 9QL
pedestrian,Romford Market,233,"45-47 Market Place, Romford, RM1 3AB, Greater London",Romford,Greater London,RM1 3AB
unclassified,Barker's Pool,248,"19 Barkers Pool, Sheffield, S1 2HB, Yorkshire and the Humber",Sheffield,Yorkshire and the Humber,S1 2HB
pedestrian,St Helen's Square,856,"Unit 1, 3-7 Coney Street, York, YO1 9QL, Yorkshire and the Humber",York,Yorkshire and the Humber,YO1 9QL
secondary,Percy Street,410,"99 Percy Street, Newcastle Upon Tyne, NE1 7RT, North East",Newcastle Upon Tyne,North East,NE1 7RT
service,,410,"99 Percy Street, Newcastle Upon Tyne, NE1 7RT, North East",Newcastle Upon Tyne,North East,NE1 7RT
tertiary,Market Street,348,"19 Market Street, Nottingham, NG1 6HX, East Midlands",Nottingham,East Midlands,NG1 6HX
service,,20,"19-21 Regent Street, Cambridge, CB2 1AB, East Of England",Cambridge,East Of England,CB2 1AB
footway,,178,"1 Orford Place, Norwich, NR1 3RU, East Of England",Norwich,East Of England,NR1 3RU
pedestrian,Brigg Street,958,"12-14 Brigg Street, Norwich, NR2 1QN, East Of England",Norwich,East Of England,NR2 1QN
pedestrian,Brigg Street,729,"6-8 Brigg Street, Norwich, NR2 1QN, East Of England",Norwich,East Of England,NR2 1QN
pedestrian,Brigg Street,177,"1 Brigg Street, Norwich, NR2 1QN, East Of England",Norwich,East Of England,NR2 1QN
pedestrian,Haymarket,452,"3-4 Haymarket, Norwich, NR2 1QD, East Of England",Norwich,East Of England,NR2 1QD
pedestrian,Haymarket,177,"1 Brigg Street, Norwich, NR2 1QN, East Of England",Norwich,East Of England,NR2 1QN
pedestrian,Haymarket,178,"1 Orford Place, Norwich, NR1 3RU, East Of England",Norwich,East Of England,NR1 3RU
pedestrian,London Street,602,"2-8 London Street, Norwich, NR2 1LH, East Of England",Norwich,East Of England,NR2 1LH
footway,,7,"Unit 13-16, Hammersmith Broadway Shopping Centre, Hammersmith Broadway, London, W6 9YD, Greater London",London,Greater London,W6 9YD
footway,,7,"Unit 13-16, Hammersmith Broadway Shopping Centre, Hammersmith Broadway, London, W6 9YD, Greater London",London,Greater London,W6 9YD
footway,,62,"Unit 9, Hammersmith Broadway Shopping Centre, Hammersmith Broadway, London, W6 9YD, Greater London",London,Greater London,W6 9YD
footway,,61,"Unit 9, Hammersmith Broadway Shopping Centre, Hammersmith Broadway, London, W6 9YD, Greater London",London,Greater London,W6 9YD
footway,,7,"Unit 13-16, Hammersmith Broadway Shopping Centre, Hammersmith Broadway, London, W6 9YD, Greater London",London,Greater London,W6 9YD
residential,Marshall Street,98,"7 Marshall Street, London, W1F 7EH, Greater London",London,Greater London,W1F 7EH
residential,Kendal Street,358,"55-57 Connaught Street, London, W2 2BB, Greater London",London,Greater London,W2 2BB
residential,Kendal Street,269,"38 Connaught Street, London, W2 2AF, Greater London",London,Greater London,W2 2AF
primary,Kensington High Street,957,"98 Kensington High Street, London, W8 4SG, Greater London",London,Greater London,W8 4SG
primary,Kensington High Street,957,"98 Kensington High Street, London, W8 4SG, Greater London",London,Greater London,W8 4SG
primary,Kensington High Street,957,"98 Kensington High Street, London, W8 4SG, Greater London",London,Greater London,W8 4SG
primary,Kensington High Street,336,"104 Kensington High Street, London, W8 4SG, Greater London",London,Greater London,W8 4SG
primary,Kensington High Street,161,"80 Kensington High Street, London, W8 4SG, Greater London",London,Greater London,W8 4SG
living_street,Station Road,370,"5 Station Road, Solihull, B91 3TG, West Midlands",Solihull,West Midlands,B91 3TG
living_street,Market Street,974,"30 Market Street, Manchester, M1 1PW, North West",Manchester,North West,M1 1PW
footway,,1001,"27-29 Euston Road, London, NW1 2SD, Greater London",London,Greater London,NW1 2SD
footway,,14,"Unit 2, 22-26 Hammersmith Broadway, London, W6 7AB, Greater London",London,Greater London,W6 7AB
footway,,105,"Unit 2, 22-26 Hammersmith Broadway, London, W6 7AB, Greater London",London,Greater London,W6 7AB
footway,Mackenzie Walk,739,"42 Mackenzie Walk, London, E14 5EH, Greater London",London,Greater London,E14 5EH
footway,Mackenzie Walk,701,"22-28 Mackenzie Walk, London, E14 4PH, Greater London",London,Greater London,E14 4PH
pedestrian,Reuters Plaza,739,"42 Mackenzie Walk, London, E14 5EH, Greater London",London,Greater London,E14 5EH
footway,,772,"Liverpool One, 59 South John Street, Liverpool, L1 8BU, North West",Liverpool,North West,L1 8BU
footway,,379,"12 High Street, Oxford, OX1 4DB, South East",Oxford,South East,OX1 4DB
tertiary,Moncrieffe Road,359,"1-3 Machon Bank Road, Sheffield, S7 1PE, Yorkshire and the Humber",Sheffield,Yorkshire and the Humber,S7 1PE
service,Parker Street,68,"Unit C1, City Tower, Piccadilly Plaza, Manchester, M1 4AH, North West",Manchester,North West,M1 4AH
service,Parker Street,69,"Unit C1, City Tower, Piccadilly Plaza, Manchester, M1 4AH, North West",Manchester,North West,M1 4AH
pedestrian,Cornmarket Street,796,"45-46 Cornmarket Street, Oxford, OX1 3HA, South East",Oxford,South East,OX1 3HA
pedestrian,Cornmarket Street,376,"36-37 Cornmarket Street, Oxford, OX1 3EZ, South East",Oxford,South East,OX1 3EZ
pedestrian,Cornmarket Street,454,"18 Cornmarket Street, Oxford, OX1 3EY, South East",Oxford,South East,OX1 3EY
pedestrian,Cornmarket Street,961,"50 Cornmarket Street, Oxford, OX1 3HA, South East",Oxford,South East,OX1 3HA
pedestrian,The Brittox,619,"21 The Brittox, Devizes, SN10 1AJ, South West",Devizes,South West,SN10 1AJ
pedestrian,The Brittox,941,"8 The Brittox, Devizes, SN10 1AJ, South West",Devizes,South West,SN10 1AJ
service,Talbot Court,766,"11 Talbot Court, London, EC3V 0BP, Greater London",London,Greater London,EC3V 0BP
footway,West Mall,999,"Unit K1, Stratford Centre, Broadway, London, E15 1BB, Greater London",London,Greater London,E15 1BB
service,,589,"202-206 High Street, Orpington, BR6 0JN, Greater London",Orpington,Greater London,BR6 0JN
pedestrian,Butcher Row,621,"33 Butcher Row, Salisbury, SP1 1EP, South West",Salisbury,South West,SP1 1EP
pedestrian,Butcher Row,775,"19-21 Butcher Row, Salisbury, SP1 1EP, South West",Salisbury,South West,SP1 1EP
pedestrian,Butcher Row,223,"24 Butcher Row, Salisbury, SP1 1EP, South West",Salisbury,South West,SP1 1EP
unclassified,New Quebec Street,357,"13 New Quebec Street, London, W1H 7RR, Greater London",London,Greater London,W1H 7RR
tertiary,Fore Street,411,"21 Fore Street, Taunton, TA1 1JA, South West",Taunton,South West,TA1 1JA
tertiary,Market Road,85,"Market Road, Chelmsford, CM1 1XA, East Of England",Chelmsford,East Of England,CM1 1XA
unclassified,Furnival Street,546,"10-11 Holborn, London, EC1N 2LL, Greater London",London,Greater London,EC1N 2LL
tertiary,High Street,419,"34-35 High Street, Lymington, SO41 9AF, South East",Lymington,South East,SO41 9AF
tertiary,High Street,418,"120 High Street, Lymington, SO41 9AQ, South East",Lymington,South East,SO41 9AQ
service,,419,"34-35 High Street, Lymington, SO41 9AF, South East",Lymington,South East,SO41 9AF
pedestrian,,464,"28 Sidney Street, Cambridge, CB2 3HW, East Of England",Cambridge,East Of England,CB2 3HW
service,,464,"28 Sidney Street, Cambridge, CB2 3HW, East Of England",Cambridge,East Of England,CB2 3HW
pedestrian,,464,"28 Sidney Street, Cambridge, CB2 3HW, East Of England",Cambridge,East Of England,CB2 3HW
pedestrian,Sidney Street,978,"24 Petty Cury, Cambridge, CB2 3NB, East Of England",Cambridge,East Of England,CB2 3NB
pedestrian,Sidney Street,137,"16-17 Sidney Street, Cambridge, CB2 3HG, East Of England",Cambridge,East Of England,CB2 3HG
footway,St Mary's Passage,456,"30 Market Hill, Cambridge, CB2 3NX, East Of England",Cambridge,East Of England,CB2 3NX
pedestrian,,575,"Unit 2, The Brunswick, Marchmont Street, London, WC1N 1AE, Greater London",London,Greater London,WC1N 1AE
trunk,Marylebone Road,142,"146 Marylebone Road, London, NW1 5PH, Greater London",London,Greater London,NW1 5PH
residential,Norfolk Square,875,"33 Norfolk Place, London, W2 1QH, Greater London",London,Greater London,W2 1QH
residential,Norfolk Square,865,"32 Norfolk Place, London, W2 1QH, Greater London",London,Greater London,W2 1QH
pedestrian,Shelton Street,313,"23 Drury Lane, London, WC2B 5RH, Greater London",London,Greater London,WC2B 5RH
pedestrian,,247,"41 High Street, Sheffield, S1 2GB, Yorkshire and the Humber",Sheffield,Yorkshire and the Humber,S1 2GB
tertiary,Catherine Street,443,"2 Queen Street, Salisbury, SP1 1EY, South West",Salisbury,South West,SP1 1EY
tertiary,Catherine Street,407,"12-14 Catherine Street, Salisbury, SP1 2DA, South West",Salisbury,South West,SP1 2DA
tertiary,Catherine Street,408,"10 Catherine Street, Salisbury, SP1 2DA, South West",Salisbury,South West,SP1 2DA
tertiary,New Canal,226,"44-48 New Canal, Salisbury, SP1 2AQ, South West",Salisbury,South West,SP1 2AQ
tertiary,New Canal,620,"17 New Canal, Salisbury, SP1 2AA, South West",Salisbury,South West,SP1 2AA
tertiary,New Canal,443,"2 Queen Street, Salisbury, SP1 1EY, South West",Salisbury,South West,SP1 1EY
tertiary,New Canal,964,"19 New Canal, Salisbury, SP1 2AA, South West",Salisbury,South West,SP1 2AA
unclassified,Above Bar Street,580,"109 Above Bar Street, Southampton, SO14 7FH, South East",Southampton,South East,SO14 7FH
unclassified,Above Bar Street,579,"70 Above Bar Street, Southampton, SO14 7DS, South East",Southampton,South East,SO14 7DS
unclassified,Above Bar Street,578,"Unit 3, 69-75 Above Bar Street, Southampton, SO14 7DZ, South East",Southampton,South East,SO14 7DZ
unclassified,Above Bar Street,255,"106 Above Bar Street, Southampton, SO14 7DT, South East",Southampton,South East,SO14 7DT
unclassified,Oxford Road East,436,"Unit 1, Queen Annes Court, Peascod Street, Windsor, SL4 1DG, South East",Windsor,South East,SL4 1DG
residential,Upbrook Mews,1026,"40-42 Craven Road, London, W2 3QA, Greater London",London,Greater London,W2 3QA
unclassified,Conduit Place,800,"14 Spring Street, London, W2 3RA, Greater London",London,Greater London,W2 3RA
tertiary,Spring Street,800,"14 Spring Street, London, W2 3RA, Greater London",London,Greater London,W2 3RA
primary,Boroughgate,572,"1-5 Boroughgate, Otley, LS21 3AG, Yorkshire and the Humber",Otley,Yorkshire and the Humber,LS21 3AG
footway,,286,"Unit 35, Manchester Fort Shopping Park, Cheetham Hill Road, Manchester, M8 8EP, North West",Manchester,North West,M8 8EP
service,,286,"Unit 35, Manchester Fort Shopping Park, Cheetham Hill Road, Manchester, M8 8EP, North West",Manchester,North West,M8 8EP
primary,Palace Court,755,"1 Wellington Terrace, London, W2 4LW, Greater London",London,Greater London,W2 4LW
footway,,709,"Unit 8, Kensington Arcade, Kensington High Street, London, W8 5SF, Greater London",London,Greater London,W8 5SF
unclassified,Haymarket,29,"6 Haymarket, Leicester, LE1 3GD, East Midlands",Leicester,East Midlands,LE1 3GD
unclassified,Leonard Street,752,"73 City Road, London, EC1Y 1BD, Greater London",London,Greater London,EC1Y 1BD
cycleway,,752,"73 City Road, London, EC1Y 1BD, Greater London",London,Greater London,EC1Y 1BD
tertiary,Upper Berkeley Street,357,"13 New Quebec Street, London, W1H 7RR, Greater London",London,Greater London,W1H 7RR
unclassified,Langham Street,706,"26-27 Foley Street, London, W1W 6DY, Greater London",London,Greater London,W1W 6DY
tertiary,Westbourne Terrace Road Bridge,757,"13 Westbourne Terrace Road, London, W2 6NG, Greater London",London,Greater London,W2 6NG
primary,Oxford Street,283,"83 Oxford Street, Manchester, M1 6EG, North West",Manchester,North West,M1 6EG
pedestrian,High Street,570,"46-48 High Street, Leicester, LE1 5YN, East Midlands",Leicester,East Midlands,LE1 5YN
pedestrian,Electric Avenue,879,"451-453 Brixton Road, London, SW9 8HH, Greater London",London,Greater London,SW9 8HH
pedestrian,Electric Avenue,877,"12 Electric Avenue, London, SW9 8JX, Greater London",London,Greater London,SW9 8JX
primary,Queen Victoria Street,769,"174 Queen Victoria Street, London, EC4V 4EG, Greater London",London,Greater London,EC4V 4EG
tertiary,Cannon Street,678,"65 Cannon Street, London, EC4N 5AA, Greater London",London,Greater London,EC4N 5AA
pedestrian,Leadenhall Market,629,"88 Gracechurch Street, London, EC3V 0DN, Greater London",London,Greater London,EC3V 0DN
unclassified,New Row,211,"14 New Row, London, WC2N 4LF, Greater London",London,Greater London,WC2N 4LF
trunk,Edgware Road,144,"225 Edgware Road, London, W2 1JU, Greater London",London,Greater London,W2 1JU
trunk,Edgware Road,145,"258 Edgware Road, London, W2 1DU, Greater London",London,Greater London,W2 1DU
trunk_link,Praed Street,144,"225 Edgware Road, London, W2 1JU, Greater London",London,Greater London,W2 1JU
pedestrian,,1008,"1-3 The Broadway, London, SW19 1PS, Greater London",London,Greater London,SW19 1PS
residential,Butter Market,911,"25 Market Place, Market Rasen, LN7 6TU, East Midlands",Market Rasen,East Midlands,LN7 6TU
pedestrian,Cornwall Street,760,"60 Cornwall Street, Plymouth, PL1 1LR, South West",Plymouth,South West,PL1 1LR
pedestrian,Cornwall Street,962,"42 Cornwall Street, Plymouth, PL1 1LP, South West",Plymouth,South West,PL1 1LP
pedestrian,New George Street,591,"52 New George Street, Plymouth, PL1 1RR, South West",Plymouth,South West,PL1 1RR
pedestrian,New George Street,975,"64 New George Street, Plymouth, PL1 1RR, South West",Plymouth,South West,PL1 1RR
unclassified,Great Castle Street,710,"275 Regent Street, London, W1B 2HB, Greater London",London,Greater London,W1B 2HB
unclassified,Little Portland Street,496,"316-318 Regent Street, London, W1B 3AY, Greater London",London,Greater London,W1B 3AY
pedestrian,,120,"353 Oxford Street, London, W1C 2JG, Greater London",London,Greater London,W1C 2JG
primary,Clarence Street,664,"146-152 Clarence Street, Kingston Upon Thames, KT1 1QP, Greater London",Kingston Upon Thames,Greater London,KT1 1QP
unclassified,Rathbone Street,690,"2 Rathbone Street, London, W1T 1NR, Greater London",London,Greater London,W1T 1NR
trunk,Brompton Road,460,"31 Brompton Road, London, SW3 1ED, Greater London",London,Greater London,SW3 1ED
service,Park Crescent Mews East,685,"240 Great Portland Street, London, W1W 5QU, Greater London",London,Greater London,W1W 5QU
unclassified,Warren Street,693,"8 Warren Street, London, W1T 5LD, Greater London",London,Greater London,W1T 5LD
primary,Shepherds Bush Road,12,"18 Hammersmith Broadway, London, W6 7AB, Greater London",London,Greater London,W6 7AB
primary,The Market Place,227,"29 Market Place, Devizes, SN10 1JG, South West",Devizes,South West,SN10 1JG
service,The Market Place,227,"29 Market Place, Devizes, SN10 1JG, South West",Devizes,South West,SN10 1JG
footway,Church Path,188,"133 North End, Croydon, CR0 1TL, Greater London",Croydon,Greater London,CR0 1TL
pedestrian,Daneland Walk,87,"Daneland Walk, London, N17 9NE, Greater London",London,Greater London,N17 9NE
cycleway,Kings Head Walk,771,"5 Moulsham Street, Chelmsford, CM2 0HR, East Of England",Chelmsford,East Of England,CM2 0HR
footway,,949,"Regent Square House, 75-77 Parade, Leamington Spa, CV32 4NL, West Midlands",Leamington Spa,West Midlands,CV32 4NL
footway,,440,"84 Regent Street, Leamington Spa, CV32 4NS, West Midlands",Leamington Spa,West Midlands,CV32 4NS
footway,,449,"88 Regent Street, Leamington Spa, CV32 4NS, West Midlands",Leamington Spa,West Midlands,CV32 4NS
footway,,635,"33 Parade, Leamington Spa, CV32 4BL, West Midlands",Leamington Spa,West Midlands,CV32 4BL
footway,,349,"57 Warwick Street, Leamington Spa, CV32 5JR, West Midlands",Leamington Spa,West Midlands,CV32 5JR
footway,,972,"6 Parade, Leamington Spa, CV32 4DW, West Midlands",Leamington Spa,West Midlands,CV32 4DW
footway,,635,"33 Parade, Leamington Spa, CV32 4BL, West Midlands",Leamington Spa,West Midlands,CV32 4BL
footway,,635,"33 Parade, Leamington Spa, CV32 4BL, West Midlands",Leamington Spa,West Midlands,CV32 4BL
footway,,972,"6 Parade, Leamington Spa, CV32 4DW, West Midlands",Leamington Spa,West Midlands,CV32 4DW
footway,,349,"57 Warwick Street, Leamington Spa, CV32 5JR, West Midlands",Leamington Spa,West Midlands,CV32 5JR
pedestrian,Tudor Arcade,551,"3 South Street, Dorchester, DT1 1BL, South West",Dorchester,South West,DT1 1BL
pedestrian,Tudor Arcade,414,"2 South Street, Dorchester, DT1 1BL, South West",Dorchester,South West,DT1 1BL
pedestrian,Tudor Arcade,413,"52 South Street, Dorchester, DT1 1DQ, South West",Dorchester,South West,DT1 1DQ
pedestrian,Tudor Arcade,942,"52 South Street, Dorchester, DT1 1DQ, South West",Dorchester,South West,DT1 1DQ
footway,,599,"257 High Street, London, E17 7BH, Greater London",London,Greater London,E17 7BH
footway,Groveland Court,676,"1 Groveland Court, London, EC4M 9EH, Greater London",London,Greater London,EC4M 9EH
primary,Park Street,444,"86 Park Street, Bristol, BS1 5LA, South West",Bristol,South West,BS1 5LA
tertiary,High Street,552,"52 High Street, Lymington, SO41 9AG, South East",Lymington,South East,SO41 9AG
tertiary,High Street,417,"73 High Street, Lymington, SO41 9AL, South East",Lymington,South East,SO41 9AL
tertiary,High Street,419,"34-35 High Street, Lymington, SO41 9AF, South East",Lymington,South East,SO41 9AF
footway,,767,"44-46 Ludgate Hill, London, EC4M 7DE, Greater London",London,Greater London,EC4M 7DE
footway,,767,"44-46 Ludgate Hill, London, EC4M 7DE, Greater London",London,Greater London,EC4M 7DE
footway,,633,"Unit 9-10, Farley Centre, High Street, West Bromwich, B70 7QU, West Midlands",West Bromwich,West Midlands,B70 7QU
steps,,756,"14 Bishopsgate Arcade, London, EC2M 3YD, Greater London",London,Greater London,EC2M 3YD
cycleway,,594,"Unit B13, The Balcony, Waterloo Station, London, SE1 7LY, Greater London",London,Greater London,SE1 7LY
service,,64,"Unit 5b, Crown Point Shopping Park, Junction Street, Leeds, LS10 1ET, Yorkshire and the Humber",Leeds,Yorkshire and the Humber,LS10 1ET
service,,65,"Unit 5b, Crown Point Shopping Park, Junction Street, Leeds, LS10 1ET, Yorkshire and the Humber",Leeds,Yorkshire and the Humber,LS10 1ET
service,,64,"Unit 5b, Crown Point Shopping Park, Junction Street, Leeds, LS10 1ET, Yorkshire and the Humber",Leeds,Yorkshire and the Humber,LS10 1ET
service,,65,"Unit 5b, Crown Point Shopping Park, Junction Street, Leeds, LS10 1ET, Yorkshire and the Humber",Leeds,Yorkshire and the Humber,LS10 1ET
pedestrian,,188,"133 North End, Croydon, CR0 1TL, Greater London",Croydon,Greater London,CR0 1TL
pedestrian,,434,"135 North End, Croydon, CR0 1TN, Greater London",Croydon,Greater London,CR0 1TN
pedestrian,,38,"59-61 North End, Croydon, CR0 1TG, Greater London",Croydon,Greater London,CR0 1TG
pedestrian,,493,"Whitgift Shopping Centre, 50-52 North End, Croydon, CR0 1UG, Greater London",Croydon,Greater London,CR0 1UG
pedestrian,,187,"115 North End, Croydon, CR0 1TL, Greater London",Croydon,Greater London,CR0 1TL
footway,,418,"120 High Street, Lymington, SO41 9AQ, South East",Lymington,South East,SO41 9AQ
pedestrian,Tilly's Lane,35,"Unit t5, Two Rivers, Mustard Mill Road, Staines, TW18 4BL, South East",Staines,South East,TW18 4BL
tertiary,High Street,247,"41 High Street, Sheffield, S1 2GB, Yorkshire and the Humber",Sheffield,Yorkshire and the Humber,S1 2GB
footway,,697,"60 Greenwich Church Street, London, SE10 9BL, Greater London",London,Greater London,SE10 9BL
pedestrian,Davey Place,176,"12-14 Davey Place, Norwich, NR2 1PQ, East Of England",Norwich,East Of England,NR2 1PQ
service,,880,"121-122 Upper Street, London, N1 1QP, Greater London",London,Greater London,N1 1QP
pedestrian,,880,"121-122 Upper Street, London, N1 1QP, Greater London",London,Greater London,N1 1QP
pedestrian,Gateway Square,87,"Daneland Walk, London, N17 9NE, Greater London",London,Greater London,N17 9NE
pedestrian,Walthamstow Town Square,599,"257 High Street, London, E17 7BH, Greater London",London,Greater London,E17 7BH
primary,George Street,986,"52 George Street, Richmond Upon Thames, TW9 1HJ, Greater London",Richmond Upon Thames,Greater London,TW9 1HJ
secondary,Dyke Road,866,"2 Dyke Road, Brighton, BN1 3FE, South East",Brighton,South East,BN1 3FE
footway,Hertford Street,374,"74 Hertford Street, Coventry, CV1 1LB, West Midlands",Coventry,West Midlands,CV1 1LB
unclassified,Broad Street,377,"17 Broad Street, Oxford, OX1 3AS, South East",Oxford,South East,OX1 3AS
unclassified,Broad Street,377,"17 Broad Street, Oxford, OX1 3AS, South East",Oxford,South East,OX1 3AS
footway,,136,"1-2 Bridge Street, Cambridge, CB2 1UA, East Of England",Cambridge,East Of England,CB2 1UA
